city,state,county_name,lat,lng,population
Fishers Island,New York,Suffolk,41.2702,-71.9878,125
Monument,Oregon,Grant,44.8209,-119.4208,125
Randsburg,California,Kern,35.368,-117.6607,125
Deer Creek,Oklahoma,Grant,36.8067,-97.5193,125
Venetie,Alaska,Yukon-Koyukuk,67.0206,-146.3741,125
Haynes,Arkansas,Lee,34.8909,-90.7927,125
Cosby,Missouri,Andrew,39.8639,-94.6798,125
Sheldon,North Dakota,Ransom,46.5886,-97.4944,125
Damar,Kansas,Rooks,39.3192,-99.5844,125
Endicott,Nebraska,Jefferson,40.0814,-97.0954,125
Peach Orchard,Arkansas,Clay,36.2812,-90.6608,125
Alden,Michigan,Antrim,44.8792,-85.273,125
Casa Colorada,New Mexico,Valencia,34.5534,-106.742,125
Hudson,Kansas,Stafford,38.1047,-98.6605,124
Bingham Lake,Minnesota,Cottonwood,43.9096,-95.0461,124
Rentiesville,Oklahoma,McIntosh,35.533,-95.4849,124
Peru,Kansas,Chautauqua,37.0803,-96.0962,124
Odin,Kansas,Barton,38.5654,-98.6087,124
Hallett,Oklahoma,Pawnee,36.2315,-96.5679,124
Cusseta,Alabama,Chambers,32.7877,-85.3057,124
Utting,Arizona,La Paz,33.8544,-113.9129,124
Harrold,South Dakota,Hughes,44.5235,-99.7393,124
Havelock,Iowa,Pocahontas,42.8331,-94.7008,124
Heidelberg,Minnesota,Le Sueur,44.4932,-93.6264,124
Sinai,South Dakota,Brookings,44.2445,-97.044,124
Guthrie,Texas,King,33.6216,-100.329,124
Windom,Kansas,McPherson,38.3842,-97.9102,124
McCool,Mississippi,Attala,33.1995,-89.3418,124
St. Paul,Iowa,Lee,40.7678,-91.5164,124
Archer,Iowa,O'Brien,43.1151,-95.7442,124
Ashton,South Dakota,Spink,44.9931,-98.4991,124
Las Nutrias,New Mexico,Socorro,34.4699,-106.7708,124
Hilltop,Georgia,Pike,33.1063,-84.4383,124
Noonan,North Dakota,Divide,48.8899,-103.0101,124
Anton Chico,New Mexico,Guadalupe,35.1948,-105.1439,124
Adamsville,Ohio,Muskingum,40.0689,-81.8826,124
Vernonburg,Georgia,Chatham,31.9638,-81.1257,124
Toxey,Alabama,Choctaw,31.9107,-88.3091,124
Mazie,Oklahoma,Mayes,36.1425,-95.3303,124
Dutchtown,Missouri,Cape Girardeau,37.2598,-89.6466,124
West Union,Minnesota,Todd,45.7965,-95.0925,124
Pence,Wisconsin,Iron,46.4103,-90.2695,124
Christopher Creek,Arizona,Gila,34.3206,-111.0072,123
Edison,Nebraska,Furnas,40.2776,-99.7763,123
Deering,Alaska,Northwest Arctic,66.0723,-162.7437,123
Summitville,Ohio,Columbiana,40.6759,-80.8876,123
Oelrichs,South Dakota,Fall River,43.182,-103.2334,123
McKinley,Minnesota,St. Louis,47.509,-92.4057,123
Corinne,West Virginia,Wyoming,37.5711,-81.3614,123
Harding,Minnesota,Morrison,46.1191,-94.0368,123
Bena,Minnesota,Cass,47.3404,-94.206,123
Oak Ridge,Louisiana,Morehouse,32.6244,-91.7731,123
Liverpool,Illinois,Fulton,40.3901,-90.0022,123
Perkinsville,Vermont,Windsor,43.371,-72.5157,123
Watrous,New Mexico,Mora,35.79,-104.9821,123
De Graff,Minnesota,Swift,45.2599,-95.4683,123
Luray,South Carolina,Hampton,32.8142,-81.2403,123
Eldridge,Alabama,Walker,33.922,-87.6201,123
Livonia,Indiana,Washington,38.5549,-86.2778,123
Cavour,South Dakota,Beadle,44.3693,-98.0421,123
Bobtown,Virginia,Accomack,37.6493,-75.7998,123
Leonore,Illinois,LaSalle,41.189,-88.9825,123
Browning,Illinois,Schuyler,40.127,-90.3731,123
Kaka,Arizona,Maricopa,32.5113,-112.3167,123
Cassoday,Kansas,Butler,38.0386,-96.6386,123
Burlington,West Virginia,Mineral,39.337,-78.9223,123
Southside Chesconessex,Virginia,Accomack,37.7439,-75.7786,123
Higden,Arkansas,Cleburne,35.5666,-92.2047,122
Wiota,Wisconsin,Lafayette,42.6367,-89.9493,122
Elk River,Idaho,Clearwater,46.7829,-116.1811,122
Whitewater,Missouri,Cape Girardeau,37.2368,-89.7978,122
Dallas,South Dakota,Gregory,43.2379,-99.5175,122
Kelly,Wyoming,Teton,43.6228,-110.6274,122
Steuben,Wisconsin,Crawford,43.1833,-90.8569,122
Bouton,Iowa,Dallas,41.8511,-94.0106,122
Dexter City,Ohio,Noble,39.6592,-81.4739,122
Ferguson,Iowa,Marshall,41.9386,-92.863,122
Allenville,Missouri,Cape Girardeau,37.2217,-89.7555,122
Bishop Hill,Illinois,Henry,41.1997,-90.1175,122
Raritan,Illinois,Henderson,40.6958,-90.8253,122
Ayr,Nebraska,Adams,40.4377,-98.4409,122
Rutland,Iowa,Humboldt,42.7614,-94.2952,122
Miesville,Minnesota,Dakota,44.599,-92.8196,122
Methow,Washington,Okanogan,48.1288,-120.0055,122
Morningside,South Dakota,Beadle,44.3662,-98.1835,122
Montreal,Missouri,Camden,37.9702,-92.588,122
Frankfort Springs,Pennsylvania,Beaver,40.481,-80.4428,122
Rosedale,New Mexico,Grant,32.7694,-108.2417,122
Farmington,Delaware,Kent,38.8699,-75.579,122
Porter,Washington,Grays Harbor,46.9489,-123.2736,122
Ormsby,Minnesota,Martin,43.8503,-94.6986,122
Hillsdale,Oklahoma,Garfield,36.5634,-97.9927,122
Knowlton,Wisconsin,Marathon,44.7189,-89.6803,122
Livingston,South Carolina,Orangeburg,33.5531,-81.1195,122
Maysville,Colorado,Chaffee,38.5305,-106.2157,122
Inman,Nebraska,Holt,42.3819,-98.5298,122
Sula,Montana,Ravalli,45.8453,-113.9629,122
Des Moines,New Mexico,Union,36.7613,-103.8342,122
Long Island,Kansas,Phillips,39.9462,-99.534,121
Miramiguoa Park,Missouri,Franklin,38.2389,-91.0688,121
Eden,Mississippi,Yazoo,32.9837,-90.324,121
Church Creek,Maryland,Dorchester,38.5036,-76.153,121
Gann,Ohio,Knox,40.4693,-82.1913,121
Forest River,North Dakota,Walsh,48.2166,-97.4703,121
North Buena Vista,Iowa,Clayton,42.6776,-90.9585,121
Friendly,West Virginia,Tyler,39.5137,-81.0617,121
Redford,Texas,Presidio,29.4342,-104.1824,121
Sikes,Louisiana,Winn,32.079,-92.4863,121
Moskowite Corner,California,Riverside,38.4464,-122.1945,121
Ravenden Springs,Arkansas,Randolph,36.3127,-91.2233,121
Dora,New Mexico,Roosevelt,33.9324,-103.3369,121
Mitchell,Oregon,Wheeler,44.5703,-120.1537,121
Shelocta,Pennsylvania,Indiana,40.6573,-79.3017,121
Olean,Missouri,Miller,38.4103,-92.53,121
Antimony,Utah,Garfield,38.103,-111.9823,121
Green,Kansas,Clay,39.43,-96.9998,121
Tensed,Idaho,Benewah,47.1596,-116.9238,121
Salvisa,Kentucky,Mercer,37.921,-84.8615,121
Chester,Iowa,Howard,43.4918,-92.3639,120
Pierpont,South Dakota,Day,45.4953,-97.8321,120
Stanley,Iowa,Buchanan,42.642,-91.8122,120
Seven Hills,Colorado,Boulder,40.0361,-105.3323,120
Gunn City,Missouri,Cass,38.666,-94.164,120
Cokedale,Colorado,Las Animas,37.1443,-104.6215,120
Octavia,Nebraska,Butler,41.3475,-97.0591,120
Custer,Montana,Yellowstone,46.1293,-107.5552,120
Downsville,Wisconsin,Dunn,44.7708,-91.9261,120
Flaming Gorge,Utah,Daggett,40.889,-109.4751,120
Pella,Wisconsin,Shawano,44.7426,-88.8225,120
Bowdon,North Dakota,Wells,47.4685,-99.7089,120
Lafferty,Ohio,Belmont,40.1142,-81.019,120
Alton,Utah,Kane,37.4303,-112.5061,120
Ledyard,Iowa,Kossuth,43.4206,-94.1585,120
Hockingport,Ohio,Athens,39.1907,-81.7495,120
Moundville,Missouri,Vernon,37.7646,-94.451,120
Wann,Oklahoma,Nowata,36.9146,-95.8047,120
Masonville,Iowa,Delaware,42.4798,-91.5916,120
Deepstep,Georgia,Washington,33.0176,-82.9679,120
Lillie,Louisiana,Union,32.9221,-92.6614,120
Arrowhead Springs,Wyoming,Sweetwater,41.5081,-109.1551,120
Geneva,Pennsylvania,Crawford,41.5621,-80.226,120
Gallina,New Mexico,Rio Arriba,36.2297,-106.8088,120
Petronila,Texas,Nueces,27.6713,-97.6322,120
Brice,Ohio,Franklin,39.9174,-82.8319,120
Eagarville,Illinois,Macoupin,39.1121,-89.7832,120
Eagle,Michigan,Clinton,42.8098,-84.7909,120
Oldham,South Dakota,Kingsbury,44.2281,-97.3096,120
Kennan,Wisconsin,Price,45.5301,-90.5868,120
Mount Hermon,New Jersey,Warren,40.9269,-74.993,120
Hamburg,Illinois,Calhoun,39.2328,-90.7152,119
Venedocia,Ohio,Van Wert,40.7852,-84.4559,119
Moffat,Colorado,Saguache,38.002,-105.9048,119
Leshara,Nebraska,Saunders,41.3298,-96.4292,119
Duncan,Iowa,Hancock,43.1051,-93.7059,119
Alpha,Minnesota,Jackson,43.6381,-94.871,119
Landess,Indiana,Grant,40.6126,-85.5592,119
Fort Smith,Montana,Big Horn,45.3134,-107.9296,119
Adams,North Dakota,Walsh,48.4202,-98.0737,119
Diomede,Alaska,Nome,65.7536,-168.9219,119
Lowndesville,South Carolina,Abbeville,34.2099,-82.6476,119
Snelling,California,Merced,37.5216,-120.4387,119
Dry Creek,Alaska,Southeast Fairbanks,63.6255,-144.6364,119
Superior,Iowa,Dickinson,43.4337,-94.9466,119
Flute Springs,Oklahoma,Sequoyah,35.623,-94.8044,119
Indian Beach,North Carolina,Carteret,34.6882,-76.8876,119
Galesburg,Kansas,Neosho,37.4721,-95.3563,119
Trego-Rohrersville Station,Maryland,Washington,39.4291,-77.6748,119
Almont,North Dakota,Morton,46.7283,-101.5027,119
Chaparrito,Texas,Starr,26.3408,-98.7354,119
Hingham,Montana,Hill,48.5554,-110.4213,119
La Junta Gardens,Colorado,Otero,38.0014,-103.5549,119
Orchard,Colorado,Morgan,40.3318,-104.1183,119
Naples,Illinois,Scott,39.7534,-90.6069,119
Prairie View,Kansas,Phillips,39.832,-99.5733,119
Johannesburg,California,Kern,35.3718,-117.642,119
La Russell,Missouri,Jasper,37.1402,-94.061,118
Darlington,Missouri,Gentry,40.1982,-94.3997,118
Moffett,Oklahoma,Sequoyah,35.4042,-94.4554,118
Goff,Kansas,Nemaha,39.6643,-95.9319,118
Hannaford,North Dakota,Griggs,47.3141,-98.1889,118
Macksburg,Iowa,Madison,41.2147,-94.1851,118
Smoaks,South Carolina,Colleton,33.0895,-80.8142,118
Guys Mills,Pennsylvania,Crawford,41.6307,-79.9759,118
Blue Mountain,Arkansas,Logan,35.1311,-93.7162,118
Emison,Indiana,Knox,38.7991,-87.4604,118
Retsof,New York,Livingston,42.8325,-77.8757,118
Otterville,Illinois,Jersey,39.0508,-90.3984,118
Allport,Arkansas,Lonoke,34.5399,-91.784,118
Hickory Hill,Kentucky,Jefferson,38.2877,-85.5679,118
Bellville,Georgia,Evans,32.1526,-81.9743,118
Westphalia,Iowa,Shelby,41.7192,-95.3937,118
Dupuyer,Montana,Pondera,48.1868,-112.4775,118
H. Cuellar Estates,Texas,Starr,26.5611,-99.1258,118
Loco,Oklahoma,Stephens,34.3295,-97.6807,118
Bernard,Iowa,Dubuque,42.3133,-90.8319,118
Woodstock,Minnesota,Pipestone,44.011,-96.0967,118
Fairfield,Kentucky,Nelson,37.932,-85.3838,118
Effie,Minnesota,Itasca,47.8411,-93.6377,118
Center Junction,Iowa,Jones,42.1141,-91.0903,118
Vernon,Illinois,Marion,38.8014,-89.0876,118
Arthur,Nebraska,Arthur,41.5718,-101.6923,118
Green Valley,Wisconsin,Shawano,44.7969,-88.2682,118
Matthews,Georgia,Jefferson,33.2176,-82.3079,118
Grafton,Nebraska,Fillmore,40.6298,-97.7147,118
Osnabrock,North Dakota,Cavalier,48.6699,-98.1489,118
Bartow,West Virginia,Pocahontas,38.5422,-79.7859,118
Benbow,California,Humboldt,40.0603,-123.7654,118
Owl Ranch,Texas,Jim Wells,27.8927,-98.0934,117
Broadwater,Nebraska,Morrill,41.598,-102.8525,117
San Acacio,Colorado,Costilla,37.2086,-105.5666,117
Roscoe,Missouri,St. Clair,37.9774,-93.8138,117
Dodson,Montana,Phillips,48.3953,-108.2473,117
Dodge,Wisconsin,Trempealeau,44.1345,-91.5485,117
Du Pont,Georgia,Clinch,30.9891,-82.8691,117
Roosevelt,Washington,Klickitat,45.7476,-120.2161,117
Toronto,Iowa,Clinton,41.9029,-90.8627,117
Ratliff City,Oklahoma,Carter,34.4492,-97.5155,117
Templeville,Maryland,Caroline,39.1362,-75.7667,117
Farwell,Nebraska,Howard,41.2156,-98.628,117
Mount Ayr,Indiana,Newton,40.9523,-87.299,117
Forest Hill Village,Montana,Flathead,48.1208,-114.2618,117
Maiden Rock,Wisconsin,Pierce,44.566,-92.3083,117
Glen Ferris,West Virginia,Fayette,38.1518,-81.2185,117
Elmdale,Minnesota,Morrison,45.834,-94.4942,117
Lucien,Oklahoma,Noble,36.2747,-97.4551,117
De Witt,Missouri,Carroll,39.3849,-93.2199,117
Cascadia,Oregon,Linn,44.3931,-122.5027,117
Lynndyl,Utah,Millard,39.5085,-112.3933,117
Mount Laguna,California,San Diego,32.8711,-116.4247,117
Rohrersville,Maryland,Washington,39.4349,-77.6655,117
South Amana,Iowa,Iowa,41.7704,-91.96,117
Fort Shaw,Montana,Cascade,47.4969,-111.8194,116
Kincaid,Kansas,Anderson,38.0812,-95.1554,116
Oxbow,New York,Jefferson,44.287,-75.6227,116
McKittrick,California,Kern,35.2981,-119.6249,116
Rome,Iowa,Henry,40.9821,-91.6816,116
Segundo,Colorado,Las Animas,37.1225,-104.7396,116
Laporte,Minnesota,Hubbard,47.2147,-94.7573,116
Chimney Rock Village,North Carolina,Rutherford,35.4503,-82.255,116
Wilson,Ohio,Monroe,39.8597,-81.0689,116
Lumberton,New Mexico,Rio Arriba,36.9328,-106.9352,116
Jennette,Arkansas,Crittenden,35.1639,-90.4092,116
Armstrong,Oklahoma,Bryan,34.0528,-96.3446,116
Bluff City,Arkansas,Nevada,33.7224,-93.1316,116
Honcut,California,Butte,39.3326,-121.5388,116
Myrtlewood,Alabama,Marengo,32.2521,-87.9492,116
Nelchina,Alaska,Valdez-Cordova,61.9989,-146.8112,116
Banks,Arkansas,Bradley,33.5758,-92.2671,116
Nora,Illinois,Jo Daviess,42.4565,-89.9459,116
Louisburg,Missouri,Dallas,37.7564,-93.141,116
Littleton,West Virginia,Wetzel,39.7024,-80.5147,116
Bushnell,Nebraska,Kimball,41.2327,-103.891,116
Brownsville,Ohio,Licking,39.9438,-82.2517,116
Mound Station,Illinois,Brown,40.0066,-90.8737,116
Stoy,Illinois,Crawford,38.9968,-87.8336,115
Bascom,Florida,Jackson,30.9278,-85.1181,115
Chelsea,Wisconsin,Taylor,45.2926,-90.3054,115
Blawenburg,New Jersey,Somerset,40.4058,-74.6973,115
McKinney,Kentucky,Lincoln,37.453,-84.7579,115
Tar Heel,North Carolina,Bladen,34.7339,-78.791,115
Hyampom,California,Trinity,40.6262,-123.4689,115
Starkweather,North Dakota,Ramsey,48.4521,-98.8784,115
Y-O Ranch,Wyoming,Platte,42.0351,-104.9229,115
Branchville,Virginia,Southampton,36.57,-77.2501,115
Fairfax,South Dakota,Gregory,43.028,-98.889,115
Marengo,Wisconsin,Ashland,46.4219,-90.8081,115
Weldon,Iowa,Decatur,40.8973,-93.7355,115
Yale,South Dakota,Beadle,44.4337,-97.9885,115
Arroyo Gardens,Texas,Cameron,26.2052,-97.5021,115
Cache,Utah,Cache,41.8308,-112.0052,115
Princeton,Idaho,Latah,46.9152,-116.8315,115
Middlebrook,Virginia,Augusta,38.0552,-79.2182,115
Vale,South Dakota,Butte,44.6182,-103.3986,115
Belgrade,Nebraska,Nance,41.471,-98.0678,114
Malaga,New Mexico,Eddy,32.2227,-104.0692,114
Culver,Kansas,Ottawa,38.9692,-97.7591,114
Delaplaine,Arkansas,Greene,36.2304,-90.7256,114
Bartlett,Nebraska,Wheeler,41.8839,-98.5527,114
Animas,New Mexico,Hidalgo,31.9449,-108.8065,114
Smithfield,Kentucky,Henry,38.3864,-85.2566,114
Ironton,Michigan,Charlevoix,45.2565,-85.1927,114
Batesland,South Dakota,Oglala Lakota,43.1278,-102.1017,114
Kempton,Pennsylvania,Berks,40.6278,-75.8548,114
Deering,North Dakota,McHenry,48.3956,-101.0503,114
Proctorville,North Carolina,Robeson,34.4751,-79.037,114
Hitchcock,Oklahoma,Blaine,35.9676,-98.3497,114
Todd Mission,Texas,Grimes,30.2612,-95.8298,114
Malmo,Nebraska,Saunders,41.2664,-96.7209,114
Belleair Shore,Florida,Pinellas,27.9173,-82.8455,114
Mud Bay,Alaska,Haines,59.1517,-135.3584,114
Mapletown,Pennsylvania,Greene,39.805,-79.9406,114
Minidoka,Idaho,Minidoka,42.754,-113.49,113
Park,Kansas,Gove,39.1117,-100.3616,113
Ross,North Dakota,Mountrail,48.3128,-102.5433,113
Roscoe,Minnesota,Stearns,45.4323,-94.6364,113
Gum Springs,Arkansas,Clark,34.0639,-93.0957,113
West Sullivan,Missouri,Crawford,38.1922,-91.1918,113
Lodge,South Carolina,Colleton,33.0678,-80.9537,113
Aquilla,Texas,Hill,31.8548,-97.22,113
Riverton,Minnesota,Crow Wing,46.4584,-94.0488,113
Ruskin,Nebraska,Nuckolls,40.144,-97.867,113
Manderson,Wyoming,Big Horn,44.2699,-107.9641,113
Libertyville,Alabama,Covington,31.2428,-86.46,113
Paden,Mississippi,Tishomingo,34.6603,-88.2605,113
Austin,Nevada,Lander,39.4977,-117.074,113
Calvary,Georgia,Grady,30.7225,-84.3541,113
Lublin,Wisconsin,Taylor,45.0749,-90.7238,113
Pringle,South Dakota,Custer,43.609,-103.5946,113
St. Paul,Arkansas,Madison,35.8245,-93.7642,113
Wheaton,Kansas,Pottawatomie,39.502,-96.3189,113
Bradley,California,Monterey,35.8628,-120.8042,113
Eagles Mere,Pennsylvania,Sullivan,41.4102,-76.5832,113
Broughton,Ohio,Paulding,41.088,-84.5351,113
Maple City,Michigan,Leelanau,44.8556,-85.8573,113
Morley,Iowa,Jones,42.006,-91.2459,113
Woods Landing-Jelm,Wyoming,Albany,41.1014,-106.0288,113
Neibert,West Virginia,Logan,37.7861,-81.9341,113
Fence Lake,New Mexico,Cibola,34.669,-108.6802,113
Picuris Pueblo,New Mexico,Taos,36.1995,-105.7133,113
Grand Falls Plaza,Missouri,Newton,37.0355,-94.5379,112
Oriska,North Dakota,Barnes,46.9313,-97.7906,112
Oakvale,West Virginia,Mercer,37.3323,-80.9704,112
St. Augustine,Illinois,Knox,40.7213,-90.407,112
Raymer,Colorado,Weld,40.608,-103.8434,112
Derby,Iowa,Lucas,40.9303,-93.4565,112
Huetter,Idaho,Kootenai,47.7037,-116.8508,112
Argonne,Wisconsin,Forest,45.6582,-88.8777,112
Marne,Iowa,Cass,41.4489,-95.1108,112
Love Valley,North Carolina,Iredell,35.9872,-80.9836,112
Gerty,Oklahoma,Hughes,34.8357,-96.289,112
Jansen,Nebraska,Jefferson,40.1839,-97.0848,112
Fidelity,Illinois,Jersey,39.1546,-90.1645,112
New Woodville,Oklahoma,Marshall,33.9687,-96.655,112
St. Onge,South Dakota,Lawrence,44.5458,-103.72,112
Bethel,Missouri,Shelby,39.8779,-92.0225,112
Rye,Arkansas,Cleveland,33.7505,-91.9985,112
Wilson City,Missouri,Mississippi,36.9236,-89.223,112
Isabella,Oklahoma,Major,36.2354,-98.3354,112
Scottsburg,New York,Livingston,42.6639,-77.7124,112
Talmage,Kansas,Dickinson,39.0269,-97.2598,112
Bridgeville,New Jersey,Warren,40.8371,-75.0244,112
Eagle River,Michigan,Keweenaw,47.41,-88.2644,112
Liberty,Kansas,Montgomery,37.1564,-95.5977,111
Monmouth,California,Fresno,36.5656,-119.7405,111
Harmon,Illinois,Lee,41.7195,-89.556,111
Rose Farm,Ohio,Morgan,39.7359,-82.0779,111
Parksville,South Carolina,McCormick,33.7866,-82.2173,111
Cal-Nev-Ari,Nevada,Clark,35.2996,-114.8777,111
Junction,Illinois,Gallatin,37.7234,-88.2382,111
Foxhome,Minnesota,Wilkin,46.2769,-96.3122,111
Lake Henry,Minnesota,Stearns,45.4619,-94.7965,111
Galloway,West Virginia,Barbour,39.2339,-80.1277,111
East Verde Estates,Arizona,Gila,34.2983,-111.3645,111
Orrtanna,Pennsylvania,Adams,39.846,-77.359,111
Pie Town,New Mexico,Catron,34.34,-108.1708,111
Barneston,Nebraska,Gage,40.0488,-96.5735,111
Foster,Missouri,Bates,38.1664,-94.5079,111
Sycamore,Oklahoma,Delaware,36.394,-94.716,111
Seven Springs,North Carolina,Wayne,35.2248,-77.8452,111
Lynnville,Illinois,Morgan,39.6857,-90.346,111
Chickamaw Beach,Minnesota,Cass,46.7452,-94.3844,111
Roderfield,West Virginia,McDowell,37.4501,-81.7029,111
Bell Center,Wisconsin,Crawford,43.2916,-90.8257,111
Woodruff,Arizona,Navajo,34.7843,-110.0366,111
Sulphur Springs,Ohio,Crawford,40.8722,-82.8765,111
Scottville,Illinois,Macoupin,39.4777,-90.1038,110
Floyd,New Mexico,Roosevelt,34.229,-103.552,110
Terlingua,Texas,Brewster,29.2991,-103.5795,110
Westwood,Iowa,Henry,40.9648,-91.6266,110
Memphis,Nebraska,Saunders,41.0946,-96.4333,110
Harper,Iowa,Keokuk,41.3637,-92.0509,110
Melstone,Montana,Musselshell,46.5987,-107.8682,110
Ware Place,South Carolina,Greenville,34.6266,-82.3881,110
Federal Dam,Minnesota,Cass,47.2407,-94.2192,110
Highland Beach,Maryland,Anne Arundel,38.9312,-76.466,110
Macon,North Carolina,Warren,36.4396,-78.0839,110
Ridgeville,Alabama,Etowah,34.0569,-86.1029,110
Stanley,Louisiana,De Soto,31.9609,-93.8995,110
Orme,Tennessee,Marion,35.0147,-85.8048,110
Donegal,Pennsylvania,Westmoreland,40.112,-79.3808,110
Buchanan,North Dakota,Stutsman,47.0626,-98.829,110
Kirby,Ohio,Wyandot,40.8135,-83.4194,110
St. Charles,Virginia,Lee,36.8052,-83.0575,110
Brayton,Iowa,Audubon,41.5448,-94.9303,110
Birney,Montana,Rosebud,45.4155,-106.4934,110
Rutledge,Missouri,Scotland,40.314,-92.0876,110
Biscay,Minnesota,McLeod,44.8261,-94.274,110
Benjamin Perez,Texas,Starr,26.406,-98.8997,110
Taylor,Wyoming,Lincoln,42.0703,-110.9899,110
Daisy,Arkansas,Pike,34.2349,-93.7406,110
Fairford,Alabama,Washington,31.178,-88.0728,110
Bon Air,Alabama,Talladega,33.2621,-86.3319,110
Hartsburg,Missouri,Boone,38.697,-92.3072,110
Crisman,Colorado,Boulder,40.0416,-105.3675,110
Tullahassee,Oklahoma,Wagoner,35.8418,-95.4387,110
Melvina,Wisconsin,Monroe,43.8024,-90.7815,110
Vernon,California,Los Angeles,34.0019,-118.2106,110
Egypt,Arkansas,Craighead,35.8676,-90.9457,109
Waverly,Washington,Spokane,47.3381,-117.2312,109
Lanesboro,Iowa,Carroll,42.1827,-94.6921,109
Belden,Nebraska,Cedar,42.4116,-97.2077,109
Port Heiden,Alaska,Lake and Peninsula,56.9426,-158.6047,109
New Haven,Iowa,Mitchell,43.2839,-92.6422,109
Chalkyitsik,Alaska,Yukon-Koyukuk,66.6468,-143.7822,109
Opal,Wyoming,Lincoln,41.768,-110.3242,109
Marietta,Illinois,Fulton,40.4995,-90.3931,109
Crook,Colorado,Logan,40.8588,-102.8015,109
Williams,South Carolina,Colleton,33.0341,-80.8429,109
Clifton Hill,Missouri,Randolph,39.4388,-92.6642,109
Milledgeville,Ohio,Fayette,39.5934,-83.5878,109
Durham,Kansas,Marion,38.4845,-97.2269,109
Roscoe,Nebraska,Keith,41.1317,-101.5853,109
Aldora,Georgia,Lamar,33.0509,-84.1759,109
Martinsburg,Iowa,Keokuk,41.1786,-92.2519,109
Bridgeport,Oklahoma,Caddo,35.5476,-98.3775,109
Aripeka,Florida,Pasco,28.4308,-82.6669,109
Alder,Montana,Madison,45.3216,-112.1093,109
Detmold,Maryland,Allegany,39.5572,-78.991,109
Heathsville,Virginia,Northumberland,37.92,-76.4785,109
Loretto,Nebraska,Boone,41.7635,-98.0817,109
Frenchtown-Rumbly,Maryland,Somerset,38.0831,-75.8521,109
Smithville,Oklahoma,McCurtain,34.4689,-94.6462,109
West Amana,Iowa,Iowa,41.8082,-91.9652,109
Bivalve,Maryland,Wicomico,38.3059,-75.8834,109
Minneiska,Minnesota,Winona,44.1975,-91.8763,108
McDonald,North Carolina,Robeson,34.5537,-79.1764,108
Acme,Washington,Whatcom,48.7145,-122.2293,108
McFarlan,North Carolina,Anson,34.8148,-79.9766,108
Tunnel City,Wisconsin,Monroe,44.005,-90.5679,108
Buckeye,Iowa,Hardin,42.4195,-93.3758,108
Toyah,Texas,Reeves,31.3125,-103.7946,108
Spaulding,California,Lassen,40.6557,-120.7863,108
South Fork Estates,Texas,Jim Hogg,27.2697,-98.7239,108
Newburg,North Dakota,Bottineau,48.7139,-100.9127,108
Cromwell,Iowa,Union,41.0404,-94.4618,108
Tennessee,Illinois,McDonough,40.4114,-90.8362,108
Melbeta,Nebraska,Scotts Bluff,41.7819,-103.5171,108
Kenton Vale,Kentucky,Kenton,39.0514,-84.5199,108
Baldwin,Iowa,Jackson,42.0731,-90.8385,108
Dacoma,Oklahoma,Woods,36.6596,-98.5635,108
Herbster,Wisconsin,Bayfield,46.8421,-91.2419,108
Promise City,Iowa,Wayne,40.7473,-93.1498,108
Chical,New Mexico,Valencia,34.8657,-106.667,108
Rosalia,Kansas,Butler,37.8158,-96.625,108
Pawleys Island,South Carolina,Georgetown,33.427,-79.1245,108
Seville,Georgia,Wilcox,31.9607,-83.6012,108
Emington,Illinois,Livingston,40.9694,-88.3578,108
Comstock,Minnesota,Clay,46.6596,-96.7466,108
Furnace Creek,California,Inyo,36.4277,-116.8747,108
Antoine,Arkansas,Pike,34.0343,-93.4226,108
Vidette,Georgia,Burke,33.0376,-82.2474,107
Addington,Oklahoma,Jefferson,34.2431,-97.9661,107
Dodson,Texas,Collingsworth,34.7654,-100.0204,107
Brandt,South Dakota,Deuel,44.6669,-96.6252,107
Vilas,Colorado,Baca,37.3737,-102.4474,107
Ventana,Arizona,Pima,32.4681,-112.2434,107
Stockholm,South Dakota,Grant,45.1018,-96.7998,107
Dotyville,Oklahoma,Ottawa,36.8514,-94.9097,107
Crane,Oregon,Harney,43.4179,-118.5874,107
Marseilles,Ohio,Wyandot,40.7012,-83.3923,107
Arion,Iowa,Crawford,41.9482,-95.4623,107
Mayfield,Kansas,Sumner,37.263,-97.5403,107
Bock,Minnesota,Mille Lacs,45.7845,-93.5528,107
Republic,Kansas,Republic,39.9239,-97.8245,107
Wiota,Iowa,Cass,41.401,-94.8875,107
Minturn,Arkansas,Lawrence,35.9766,-91.0272,107
Dwale,Kentucky,Floyd,37.6254,-82.7277,107
Friendsville,Pennsylvania,Susquehanna,41.9179,-76.0477,107
Humphreys,Missouri,Sullivan,40.1252,-93.3196,107
Calverton,Virginia,Fauquier,38.6355,-77.6661,107
Blackburn,Oklahoma,Pawnee,36.3731,-96.5965,107
Tioga,West Virginia,Nicholas,38.422,-80.6548,107
Felt,Oklahoma,Cimarron,36.5633,-102.7946,107
Terlton,Oklahoma,Pawnee,36.1857,-96.4904,107
Loomis,Washington,Okanogan,48.8235,-119.6398,107
Blanco,Oklahoma,Pittsburg,34.7507,-95.7736,107
Celeryville,Ohio,Huron,41.0287,-82.7273,107
Pulaski,Ohio,Williams,41.5108,-84.5079,107
Fallon,Montana,Prairie,46.8373,-105.127,107
Hope,New Mexico,Eddy,32.8159,-104.7371,106
Corona,South Dakota,Roberts,45.3352,-96.7646,106
