city,state,county_name,lat,lng,population
Ewa Villages,Hawaii,Honolulu,21.3418,-158.039,6585
Northgate,Ohio,Hamilton,39.2531,-84.5943,6583
Oneonta,Alabama,Blount,33.9392,-86.4929,6577
Mont Belvieu,Texas,Chambers,29.8524,-94.8784,6574
South Monrovia Island,California,Los Angeles,34.1234,-117.9958,6572
Cold Spring,Kentucky,Campbell,39.013,-84.4349,6571
Keene,Texas,Johnson,32.3955,-97.3226,6568
Walnut Ridge,Arkansas,Lawrence,36.0851,-90.9463,6568
Thompson's Station,Tennessee,Williamson,35.809,-86.8994,6567
Stickney,Illinois,Cook,41.8183,-87.773,6566
Green Hill,Tennessee,Wilson,36.2349,-86.5733,6563
Rossford,Ohio,Wood,41.5832,-83.5692,6562
Blackwell,Oklahoma,Kay,36.8011,-97.3008,6562
Contra Costa Centre,California,Contra Costa,37.9261,-122.054,6558
Lawrence,New York,Nassau,40.6042,-73.7149,6556
Roslyn Heights,New York,Nassau,40.7787,-73.6396,6553
South Hill,New York,Tompkins,42.4113,-76.4883,6551
Tuckahoe,New York,Westchester,40.953,-73.823,6549
Waikoloa Village,Hawaii,Hawaii,19.9285,-155.8185,6549
Keyes,California,Stanislaus,37.5618,-120.9088,6548
Cumming,Georgia,Forsyth,34.2064,-84.1337,6547
Portage,Pennsylvania,Cambria,40.3868,-78.6746,6546
Fox Point,Wisconsin,Milwaukee,43.1581,-87.9013,6543
Slippery Rock,Pennsylvania,Butler,41.0695,-80.058,6541
Clairton,Pennsylvania,Allegheny,40.2976,-79.8853,6541
Oakmont,Pennsylvania,Allegheny,40.5201,-79.8365,6541
Fairview,Georgia,Walker,34.9296,-85.294,6540
Plaquemine,Louisiana,Iberville,30.2834,-91.2429,6539
Elkin,North Carolina,Surry,36.2621,-80.8441,6536
Plattsmouth,Nebraska,Cass,41.0053,-95.894,6534
De Queen,Arkansas,Sevier,34.0426,-94.342,6534
Hapeville,Georgia,Fulton,33.6609,-84.4093,6534
Laurence Harbor,New Jersey,Middlesex,40.4489,-74.2494,6534
Atlantic,Iowa,Cass,41.3957,-95.0138,6526
Castroville,California,Monterey,36.765,-121.7535,6521
Russells Point,Ohio,Logan,40.468,-83.8939,6517
Martins Ferry,Ohio,Belmont,40.1014,-80.7253,6517
West View,Pennsylvania,Allegheny,40.5182,-80.0333,6516
Milford,Michigan,Oakland,42.587,-83.6012,6515
Kingston,Rhode Island,Washington,41.4738,-71.5236,6513
Air Force Academy,Colorado,El Paso,38.9942,-104.8639,6512
De Soto,Kansas,Johnson,38.9686,-94.9548,6512
Avon,Colorado,Eagle,39.6445,-106.5133,6511
Heathcote,New Jersey,Middlesex,40.3908,-74.5756,6507
Naples Manor,Florida,Collier,26.0892,-81.7254,6507
Rittman,Ohio,Wayne,40.9736,-81.7849,6506
Bangor Base,Washington,Kitsap,47.7227,-122.7146,6506
Anadarko,Oklahoma,Caddo,35.0652,-98.2441,6504
Schriever,Louisiana,Terrebonne,29.7334,-90.831,6500
Harrah,Oklahoma,Oklahoma,35.4779,-97.1857,6499
Monticello,Kentucky,Wayne,36.8404,-84.8506,6499
Williamston,Michigan,Ingham,42.6835,-84.2836,6498
Homeacre-Lyndora,Pennsylvania,Butler,40.8721,-79.9211,6498
Pratt,Kansas,Pratt,37.6764,-98.7451,6496
Basehor,Kansas,Leavenworth,39.1332,-94.9333,6496
Geneseo,Illinois,Henry,41.4508,-90.154,6495
Severance,Colorado,Weld,40.527,-104.8642,6494
Ocean Shores,Washington,Grays Harbor,46.9685,-124.1521,6494
La Habra Heights,California,Los Angeles,33.9602,-117.951,6492
Prospect Park,Pennsylvania,Delaware,39.8858,-75.3074,6492
Ambler,Pennsylvania,Montgomery,40.1564,-75.2215,6491
East Rochester,New York,Monroe,43.112,-77.4869,6490
Mulvane,Kansas,Sumner,37.4788,-97.2724,6489
Camilla,Georgia,Mitchell,31.2337,-84.2089,6488
Lynchburg,Tennessee,Moore,35.2846,-86.3587,6488
Hillandale,Maryland,Montgomery,39.0254,-76.9751,6487
Stratmoor,Colorado,El Paso,38.7732,-104.7787,6484
Buena Vista,Virginia,Buena Vista,37.7319,-79.3569,6478
Prairie du Chien,Wisconsin,Crawford,43.0429,-91.1373,6477
Silver Lake,North Carolina,New Hanover,34.1408,-77.909,6476
Irvington,New York,Westchester,41.0349,-73.8661,6473
Prestonsburg,Kentucky,Floyd,37.6816,-82.7662,6473
Moraine,Ohio,Montgomery,39.6983,-84.2459,6470
Penn Yan,New York,Yates,42.6608,-77.0536,6469
Forest Glen,Maryland,Montgomery,39.0191,-77.0445,6469
Scenic Oaks,Texas,Bexar,29.7038,-98.6713,6469
Columbia,Mississippi,Marion,31.2564,-89.8266,6468
Genoa,Illinois,DeKalb,42.0926,-88.6964,6467
Otis Orchards-East Farms,Washington,Spokane,47.703,-117.0854,6466
Sidney,Montana,Richland,47.7152,-104.168,6466
Darnestown,Maryland,Montgomery,39.096,-77.3033,6462
Hebron,Kentucky,Boone,39.0626,-84.709,6461
Glendive,Montana,Dawson,47.1102,-104.7069,6460
Yorketown,New Jersey,Monmouth,40.3064,-74.3385,6459
Lake Murray of Richland,South Carolina,Richland,34.1209,-81.2653,6455
Ironwood,Michigan,Gogebic,46.4522,-90.1505,6448
Sealy,Texas,Austin,29.7676,-96.1679,6446
Emporia,Virginia,Emporia,36.6953,-77.5356,6443
Carrollton,Virginia,Isle of Wight,36.9394,-76.5264,6442
Inverness Highlands South,Florida,Citrus,28.8007,-82.3371,6441
East Falmouth,Massachusetts,Barnstable,41.5707,-70.5556,6441
Upper Sandusky,Ohio,Wyandot,40.8298,-83.2721,6440
Vine Grove,Kentucky,Hardin,37.8133,-85.9828,6439
Litchfield Park,Arizona,Maricopa,33.5024,-112.3586,6436
Devine,Texas,Medina,29.1457,-98.9049,6436
Orange Lake,New York,Orange,41.5319,-74.0936,6434
Oelwein,Iowa,Fayette,42.6715,-91.9133,6433
Carthage,Texas,Panola,32.1526,-94.3368,6431
Crystal Lake,Florida,Polk,28.0371,-81.9063,6431
Hurricane,West Virginia,Putnam,38.4293,-82.0168,6430
North Riverside,Illinois,Cook,41.8461,-87.8263,6429
Cheverly,Maryland,Prince George's,38.9254,-76.914,6428
Savage,Maryland,Howard,39.1485,-76.8228,6428
Bridgeport,Michigan,Saginaw,43.3706,-83.8828,6425
Valley City,North Dakota,Barnes,46.9223,-98.0055,6423
Salem,Indiana,Washington,38.6048,-86.0977,6422
Douglas,Wyoming,Converse,42.7541,-105.3968,6421
Greenville,Illinois,Bond,38.8866,-89.3893,6417
Orlovista,Florida,Orange,28.5441,-81.4629,6416
Eudora,Kansas,Douglas,38.9345,-95.0957,6415
Walkersville,Maryland,Frederick,39.4832,-77.3559,6415
Garrett,Indiana,DeKalb,41.3526,-85.1238,6413
Bowleys Quarters,Maryland,Baltimore,39.3198,-76.3858,6412
Littlestown,Pennsylvania,Adams,39.7452,-77.0892,6409
Bronxville,New York,Westchester,40.9394,-73.8263,6408
Kingston Estates,New Jersey,Camden,39.9188,-74.9898,6407
Burnet,Texas,Burnet,30.7496,-98.2383,6406
Lincroft,New Jersey,Monmouth,40.3391,-74.1283,6405
Jordan,Minnesota,Scott,44.6652,-93.6351,6402
Hampstead,Maryland,Carroll,39.6104,-76.855,6401
Carolina Beach,North Carolina,New Hanover,34.0396,-77.8966,6399
Mount Vernon,Iowa,Linn,41.923,-91.4244,6398
Lionville,Pennsylvania,Chester,40.0524,-75.644,6398
Ramtown,New Jersey,Monmouth,40.1144,-74.1492,6393
Rockford,Michigan,Kent,43.1266,-85.5582,6391
Steilacoom,Washington,Pierce,47.1703,-122.5934,6390
Opp,Alabama,Covington,31.2848,-86.257,6390
Abilene,Kansas,Dickinson,38.9229,-97.2251,6390
Rhome,Texas,Wise,33.0647,-97.4779,6387
Aptos,California,Santa Cruz,36.9912,-121.8934,6387
Belpre,Ohio,Washington,39.2815,-81.5971,6386
Crockett,Texas,Houston,31.3177,-95.4564,6385
Ellenville,New York,Ulster,41.7009,-74.3609,6384
East End,Arkansas,Saline,34.5554,-92.3261,6384
Rushville,Indiana,Rush,39.6172,-85.4463,6383
International Falls,Minnesota,Koochiching,48.5884,-93.4083,6382
Rogersville,Tennessee,Hawkins,36.4081,-83.0043,6380
Prosser,Washington,Benton,46.2068,-119.7662,6380
West Point,New York,Orange,41.3642,-74.0118,6379
Nephi,Utah,Juab,39.7072,-111.8323,6378
Richboro,Pennsylvania,Bucks,40.2262,-75.0006,6378
Cullowhee,North Carolina,Jackson,35.3107,-83.1815,6377
Mims,Florida,Brevard,28.6928,-80.8468,6375
Village of Oak Creek,Arizona,Yavapai,34.7813,-111.7606,6375
Jasper,Georgia,Pickens,34.471,-84.4496,6374
Nitro,West Virginia,Kanawha,38.4119,-81.8194,6373
Wharton,New Jersey,Morris,40.8999,-74.5808,6369
Johnsburg,Illinois,McHenry,42.383,-88.2476,6368
Fort Riley,Kansas,Riley,39.1111,-96.8138,6368
Sunbury,Ohio,Delaware,40.2485,-82.8804,6367
Wollochet,Washington,Pierce,47.2828,-122.5769,6365
Keyser,West Virginia,Mineral,39.4394,-78.9822,6361
Kathleen,Florida,Polk,28.1224,-82.0387,6358
Combee Settlement,Florida,Polk,28.0596,-81.9053,6357
Henderson,Tennessee,Chester,35.4446,-88.6531,6357
Cynthiana,Kentucky,Harrison,38.386,-84.2993,6356
Tabor City,North Carolina,Columbus,34.1538,-78.8737,6355
North Fort Lewis,Washington,Pierce,47.122,-122.5966,6355
West Hattiesburg,Mississippi,Lamar,31.3114,-89.374,6352
Allegan,Michigan,Allegan,42.5299,-85.8462,6350
Dacula,Georgia,Gwinnett,33.9816,-83.8951,6350
Schuyler,Nebraska,Colfax,41.4497,-97.0619,6348
Tipton,Indiana,Tipton,40.282,-86.0422,6348
Clarkston Heights-Vineland,Washington,Asotin,46.3876,-117.0831,6348
Galax,Virginia,Galax,36.6661,-80.9176,6347
Jan Phyl Village,Florida,Polk,28.0201,-81.7933,6346
Swarthmore,Pennsylvania,Delaware,39.9023,-75.3488,6346
Carmel Hamlet,New York,Putnam,41.415,-73.6855,6345
Gladewater,Texas,Gregg,32.5426,-94.9465,6341
Iowa Park,Texas,Wichita,33.9622,-98.6819,6339
Yaphank,New York,Suffolk,40.8323,-72.9233,6338
St. John,Missouri,St. Louis,38.7148,-90.3462,6338
Theodore,Alabama,Mobile,30.5408,-88.1884,6334
Pepper Pike,Ohio,Cuyahoga,41.4801,-81.4619,6330
Red Lion,Pennsylvania,York,39.8986,-76.6078,6330
Hamlet,North Carolina,Richmond,34.8891,-79.7099,6328
White Oak,Texas,Gregg,32.5313,-94.8564,6322
Comstock Northwest,Michigan,Kalamazoo,42.3219,-85.518,6318
"Islamorada, Village of Islands",Florida,Monroe,24.9408,-80.6097,6317
Mascotte,Florida,Lake,28.611,-81.9107,6315
Pass Christian,Mississippi,Harrison,30.327,-89.2436,6307
Jeanerette,Louisiana,Iberia,29.9157,-91.6758,6303
Delano,Minnesota,Wright,45.0383,-93.7922,6302
Waveland,Mississippi,Hancock,30.293,-89.3904,6302
North Hobbs,New Mexico,Lea,32.7731,-103.125,6301
Forest Hills,Pennsylvania,Allegheny,40.4251,-79.8544,6298
El Rio,California,Ventura,34.2452,-119.1568,6297
Lely Resort,Florida,Collier,26.0889,-81.7031,6295
East Porterville,California,Tulare,36.0573,-118.9713,6291
Ranchettes,Wyoming,Laramie,41.2186,-104.7729,6289
Boiling Spring Lakes,North Carolina,Brunswick,34.0322,-78.068,6287
Stone Mountain,Georgia,DeKalb,33.8034,-84.1724,6281
Covedale,Ohio,Hamilton,39.1267,-84.637,6277
California,Pennsylvania,Washington,40.0692,-79.9152,6276
St. Robert,Missouri,Pulaski,37.8244,-92.1532,6275
New Castle,Colorado,Garfield,39.5776,-107.5267,6275
Howland Center,Ohio,Trumbull,41.2483,-80.7444,6269
Pigeon Forge,Tennessee,Sevier,35.7977,-83.5623,6266
Huntington Woods,Michigan,Oakland,42.4816,-83.1685,6265
Richmond,Michigan,Macomb,42.8094,-82.7518,6262
Fairwood,Maryland,Prince George's,38.9565,-76.778,6261
East Glenville,New York,Schenectady,42.8614,-73.9206,6259
Lake Alfred,Florida,Polk,28.1041,-81.7264,6257
Snyderville,Utah,Summit,40.7042,-111.5438,6255
Morris Plains,New Jersey,Morris,40.8357,-74.4786,6255
Powell,Wyoming,Park,44.7958,-108.7681,6253
Hampshire,Illinois,Kane,42.1124,-88.5122,6251
Enola,Pennsylvania,Cumberland,40.2908,-76.9348,6251
Salton City,California,Imperial,33.2994,-115.9609,6250
Blue Bell,Pennsylvania,Montgomery,40.1474,-75.2687,6250
Corcoran,Minnesota,Hennepin,45.1089,-93.5837,6250
Ocean City,Florida,Okaloosa,30.4398,-86.6071,6249
Walker,Louisiana,Livingston,30.485,-90.8656,6248
St. James,North Carolina,Brunswick,33.9467,-78.1132,6248
Camp Swift,Texas,Bastrop,30.1885,-97.2933,6244
South Run,Virginia,Fairfax,38.7467,-77.2754,6243
Pecan Plantation,Texas,Hood,32.3628,-97.6554,6243
New Whiteland,Indiana,Johnson,39.5617,-86.0996,6241
Cameron Park,Texas,Cameron,25.9705,-97.4775,6241
Sylvester,Georgia,Worth,31.53,-83.8338,6240
Boonville,Indiana,Warrick,38.0469,-87.2846,6238
Boothwyn,Pennsylvania,Delaware,39.8357,-75.4453,6236
Orange Beach,Alabama,Baldwin,30.2941,-87.5851,6235
Buena Vista,Michigan,Saginaw,43.4196,-83.8992,6234
Solvay,New York,Onondaga,43.0573,-76.2126,6234
Champion Heights,Ohio,Trumbull,41.3031,-80.8514,6233
East Foothills,California,Santa Clara,37.3827,-121.8138,6233
South Gate Ridge,Florida,Sarasota,27.2856,-82.497,6232
Newberry,Florida,Alachua,29.6385,-82.6057,6231
Saranap,California,Contra Costa,37.8878,-122.076,6231
Glenwood,Iowa,Mills,41.0446,-95.7408,6226
Kenedy,Texas,Karnes,28.8176,-97.8518,6223
Pimmit Hills,Virginia,Fairfax,38.9105,-77.1991,6223
Edinboro,Pennsylvania,Erie,41.8762,-80.1246,6222
Fruit Heights,Utah,Davis,41.0277,-111.9081,6221
Addis,Louisiana,West Baton Rouge,30.3652,-91.2659,6221
Wailea,Hawaii,Maui,20.6873,-156.4291,6218
Chelan,Washington,Chelan,47.8414,-120.0263,6212
Pea Ridge,Arkansas,Benton,36.449,-94.1211,6211
Blakely,Pennsylvania,Lackawanna,41.4859,-75.6012,6210
Grayson Valley,Alabama,Jefferson,33.6469,-86.6414,6209
Corry,Pennsylvania,Erie,41.9259,-79.6358,6208
Twin Lakes,Wisconsin,Kenosha,42.5192,-88.2489,6204
Avra Valley,Arizona,Pima,32.4195,-111.3393,6203
Kennett Square,Pennsylvania,Chester,39.8438,-75.7113,6202
Everman,Texas,Tarrant,32.6296,-97.2827,6201
Union Gap,Washington,Yakima,46.5566,-120.4977,6200
Satsuma,Alabama,Mobile,30.8577,-88.0632,6190
Sheridan,Colorado,Arapahoe,39.6466,-105.0181,6183
Leonardtown,Maryland,St. Mary's,38.3039,-76.6396,6182
Eastman,Georgia,Dodge,32.1973,-83.1714,6180
High Springs,Florida,Alachua,29.808,-82.5949,6178
University at Buffalo,New York,Erie,43.0025,-78.7887,6174
Huntingburg,Indiana,Dubois,38.301,-86.9622,6170
Pontotoc,Mississippi,Pontotoc,34.2532,-89.0091,6169
East Farmingdale,New York,Suffolk,40.7336,-73.4169,6168
Clyde,Ohio,Sandusky,41.3046,-82.9782,6166
Eagar,Arizona,Apache,34.1058,-109.2956,6164
Branford Center,Connecticut,New Haven,41.2779,-72.8148,6163
Rib Mountain,Wisconsin,Marathon,44.9196,-89.6763,6163
Henryetta,Oklahoma,Okmulgee,35.4421,-95.9848,6162
Montgomery,Pennsylvania,Lycoming,41.1709,-76.874,6159
Simsbury Center,Connecticut,Hartford,41.8808,-72.8111,6154
Clinton,Indiana,Vermillion,39.6608,-87.4045,6152
Evansville,Wisconsin,Rock,42.7781,-89.2967,6152
Lanett,Alabama,Chambers,32.8571,-85.2081,6151
Raleigh Hills,Oregon,Washington,45.4852,-122.7567,6146
Bridgewater,Virginia,Rockingham,38.3862,-78.9674,6145
Glenarden,Maryland,Prince George's,38.9293,-76.8577,6143
East Pasadena,California,Los Angeles,34.1377,-118.0776,6143
Pelican Bay,Florida,Collier,26.2326,-81.8108,6140
West Loch Estate,Hawaii,Honolulu,21.3617,-158.0246,6139
Tequesta,Florida,Palm Beach,26.9618,-80.1011,6138
Elm Grove,Wisconsin,Waukesha,43.0479,-88.0867,6136
Carlstadt,New Jersey,Bergen,40.8247,-74.0613,6132
North Windham,Maine,Cumberland,43.8238,-70.4288,6131
Cochran,Georgia,Bleckley,32.3875,-83.3523,6131
Lakeview,New York,Nassau,40.6775,-73.6493,6131
Binghamton University,New York,Broome,42.0893,-75.9684,6130
Eucalyptus Hills,California,San Diego,32.885,-116.9453,6129
Arlington Heights,Pennsylvania,Monroe,41.0039,-75.2116,6129
Independence,Iowa,Buchanan,42.4622,-91.9027,6124
Laurel Bay,South Carolina,Beaufort,32.4599,-80.7869,6124
Garrettsville,Ohio,Portage,41.2843,-81.0933,6123
Gardnerville,Nevada,Douglas,38.939,-119.7369,6121
Isanti,Minnesota,Isanti,45.4928,-93.2407,6120
Punxsutawney,Pennsylvania,Jefferson,40.9437,-78.9767,6117
Country Homes,Washington,Spokane,47.7478,-117.4196,6117
Wailua Homesteads,Hawaii,Kauai,22.065,-159.3771,6117
Fruitridge Pocket,California,Sacramento,38.5326,-121.4558,6116
Sidney,Nebraska,Cheyenne,41.134,-102.9681,6115
Princeton,Kentucky,Caldwell,37.1068,-87.8854,6115
Bartonville,Illinois,Peoria,40.6398,-89.6608,6113
Chena Ridge,Alaska,Fairbanks North Star,64.7941,-148.0357,6111
Pauls Valley,Oklahoma,Garvin,34.7236,-97.2291,6110
Munford,Tennessee,Tipton,35.4433,-89.8148,6109
Tarrant,Alabama,Jefferson,33.5945,-86.7684,6109
Los Chaves,New Mexico,Valencia,34.7332,-106.7631,6109
Los Ranchos de Albuquerque,New Mexico,Bernalillo,35.1625,-106.6481,6108
Edgewood,New Mexico,Santa Fe,35.1318,-106.2151,6107
Aquia Harbour,Virginia,Stafford,38.4597,-77.3806,6106
Indian Hills,Nevada,Douglas,39.0894,-119.7977,6104
El Granada,California,San Mateo,37.5134,-122.466,6102
Stewartville,Minnesota,Olmsted,43.8605,-92.4896,6094
Bensley,Virginia,Chesterfield,37.447,-77.442,6092
Shrewsbury,Missouri,St. Louis,38.5866,-90.3282,6091
Alpine,Texas,Brewster,30.364,-103.665,6090
Harlan,Kentucky,Harlan,36.8432,-83.3184,6089
Larchmont,New York,Westchester,40.9258,-73.7529,6087
Willard,Ohio,Huron,41.0518,-82.7232,6086
Ontario,Ohio,Richland,40.771,-82.6105,6084
Wheelersburg,Ohio,Scioto,38.7383,-82.8421,6082
Cheshire Village,Connecticut,New Haven,41.5026,-72.8993,6082
Pleasure Point,California,Santa Cruz,36.9618,-121.9715,6076
Arroyo,Puerto Rico,Arroyo,17.9706,-66.0609,6076
Clifton Springs,New York,Ontario,42.9608,-77.1348,6072
South Williamsport,Pennsylvania,Lycoming,41.2294,-77.0009,6068
Nelsonville,Ohio,Athens,39.456,-82.2219,6050
Childress,Texas,Childress,34.4293,-100.2516,6048
Deschutes River Woods,Oregon,Deschutes,43.9887,-121.3608,6044
Brookhaven,West Virginia,Monongalia,39.6062,-79.8812,6043
Carrizo Springs,Texas,Dimmit,28.5266,-99.8589,6043
Riverside,Maryland,Harford,39.4777,-76.2385,6038
Barbourville,Kentucky,Knox,36.8667,-83.885,6036
Dacono,Colorado,Weld,40.062,-104.9484,6034
Union,Kentucky,Boone,38.9472,-84.6731,6034
Tea,South Dakota,Lincoln,43.4511,-96.834,6031
Rensselaer,Indiana,Jasper,40.9375,-87.1684,6029
Pinehurst,Texas,Montgomery,30.1889,-95.7017,6021
Finley,Washington,Benton,46.1697,-119.0446,6021
Cumberland,Indiana,Marion,39.7844,-85.9458,6017
Chillicothe,Illinois,Peoria,40.9157,-89.502,6012
Fort Shawnee,Ohio,Allen,40.6814,-84.1487,6009
Metropolis,Illinois,Massac,37.1565,-88.7083,6008
Maquoketa,Iowa,Jackson,42.0598,-90.6651,6007
Watchung,New Jersey,Somerset,40.6432,-74.4391,6006
Davenport,Florida,Polk,28.1588,-81.6084,6005
Portland,Indiana,Jay,40.4375,-84.9833,6002
Williamsburg,Kentucky,Whitley,36.7392,-84.1647,6002
Du Quoin,Illinois,Perry,38.0019,-89.2323,6001
Baldwin,Wisconsin,St. Croix,44.954,-92.3709,6000
Elburn,Illinois,Kane,41.8838,-88.4615,5997
Ashton-Sandy Spring,Maryland,Montgomery,39.1515,-77.0065,5997
Kingston,Tennessee,Roane,35.8713,-84.4959,5994
Homeland Park,South Carolina,Anderson,34.4644,-82.6593,5988
Lewistown,Montana,Fergus,47.0514,-109.4524,5987
Durham,California,Butte,39.6232,-121.7875,5987
Winfield,Indiana,Lake,41.4098,-87.2623,5987
Cut Off,Louisiana,Lafourche,29.5164,-90.3291,5985
District Heights,Maryland,Prince George's,38.8588,-76.8885,5984
Louisville,Mississippi,Winston,33.1224,-89.0553,5983
Northern Cambria,Pennsylvania,Cambria,40.6561,-78.7784,5981
Pevely,Missouri,Jefferson,38.2863,-90.4005,5978
South Monroe,Michigan,Monroe,41.893,-83.4179,5977
Naval Academy,Maryland,Anne Arundel,38.9859,-76.488,5970
North Hills,New York,Nassau,40.7765,-73.6778,5969
Lakemoor,Illinois,McHenry,42.3396,-88.2038,5967
Trooper,Pennsylvania,Montgomery,40.1489,-75.3995,5965
Vail,Colorado,Eagle,39.6386,-106.3607,5964
Inniswold,Louisiana,East Baton Rouge,30.3982,-91.071,5963
Steelton,Pennsylvania,Dauphin,40.2258,-76.8254,5962
Northville,Michigan,Wayne,42.4355,-83.489,5958
Johnson Lane,Nevada,Douglas,39.0489,-119.7245,5957
Lucerne Valley,California,San Bernardino,34.4427,-116.9021,5956
St. Clair,Missouri,Franklin,38.3479,-90.9934,5955
East Alton,Illinois,Madison,38.884,-90.1073,5954
Rocky Mount,Virginia,Franklin,37.0045,-79.8854,5953
Savannah,Texas,Denton,33.2257,-96.9082,5953
Barnhart,Missouri,Jefferson,38.336,-90.4046,5948
Mila Doce,Texas,Hidalgo,26.223,-97.9601,5947
Gowanda,New York,Cattaraugus,42.4612,-78.9339,5945
Shields,Michigan,Saginaw,43.4174,-84.0731,5945
Progreso,Texas,Hidalgo,26.0962,-97.9566,5944
Gray,Louisiana,Terrebonne,29.6776,-90.7833,5944
Westville,Indiana,LaPorte,41.5375,-86.9049,5943
Yoakum,Texas,DeWitt,29.2933,-97.1469,5940
Darlington,South Carolina,Darlington,34.3015,-79.867,5940
Raton,New Mexico,Colfax,36.8849,-104.4396,5938
Goodrich,Michigan,Genesee,42.9147,-83.5092,5935
Countryside,Illinois,Cook,41.7741,-87.8752,5933
Sullivan City,Texas,Hidalgo,26.2752,-98.5644,5932
Penn Wynne,Pennsylvania,Montgomery,39.9867,-75.2715,5932
Paradise,California,Butte,39.7558,-121.6063,5928
Pagosa Springs,Colorado,Archuleta,37.2674,-107.0307,5927
Woodcreek,Texas,Hays,30.0266,-98.1115,5925
Dumfries,Virginia,Prince William,38.567,-77.3233,5922
Homer,Alaska,Kenai Peninsula,59.653,-151.5255,5922
Wesley Hills,New York,Rockland,41.1579,-74.0768,5919
Mineola,Texas,Wood,32.6461,-95.4775,5919
Finderne,New Jersey,Somerset,40.5626,-74.5743,5919
Zebulon,North Carolina,Wake,35.8318,-78.3162,5917
Cresaptown,Maryland,Allegany,39.5912,-78.855,5916
Granville,Ohio,Licking,40.0648,-82.5023,5916
Staunton,Illinois,Macoupin,39.0117,-89.7906,5913
Taylor,Pennsylvania,Lackawanna,41.3957,-75.7147,5913
Roanoke,Alabama,Randolph,33.1454,-85.3694,5913
Greenacres,California,Kern,35.3831,-119.1184,5911
Eagleton Village,Tennessee,Blount,35.7885,-83.9363,5903
Selinsgrove,Pennsylvania,Snyder,40.8003,-76.8647,5902
Hampstead,North Carolina,Pender,34.3627,-77.7318,5901
Norwood,Pennsylvania,Delaware,39.8865,-75.2964,5897
Sweetwater,Tennessee,Monroe,35.6029,-84.4717,5895
Old Tappan,New Jersey,Bergen,41.0163,-73.9856,5894
Willard,Missouri,Greene,37.2929,-93.4171,5891
Madisonville,Tennessee,Monroe,35.5233,-84.363,5890
Loudon,Tennessee,Loudon,35.7413,-84.3704,5890
Slaton,Texas,Lubbock,33.4421,-101.6476,5890
Chamberlayne,Virginia,Henrico,37.628,-77.4288,5888
Montezuma,Georgia,Macon,32.2997,-84.0246,5887
Jamesburg,New Jersey,Middlesex,40.3494,-74.44,5885
Massanetta Springs,Virginia,Rockingham,38.3899,-78.834,5884
Gustine,California,Merced,37.2545,-120.9949,5882
Nolanville,Texas,Bell,31.0754,-97.609,5879
Windcrest,Texas,Bexar,29.5149,-98.3818,5876
Spring Ridge,Maryland,Frederick,39.4043,-77.3413,5876
Brookville,Ohio,Montgomery,39.8393,-84.4176,5874
Mayflower Village,California,Los Angeles,34.116,-118.0096,5873
Marlow Heights,Maryland,Prince George's,38.8237,-76.9485,5872
Elsmere,Delaware,New Castle,39.7385,-75.5946,5872
Turpin Hills,Ohio,Hamilton,39.1063,-84.3703,5870
Luling,Texas,Caldwell,29.6814,-97.6468,5869
Glendale,Missouri,St. Louis,38.5935,-90.3825,5866
Hutchins,Texas,Dallas,32.6421,-96.7093,5866
Chester,New York,Orange,41.357,-74.2769,5866
Belton,South Carolina,Anderson,34.5237,-82.4937,5865
Margate City,New Jersey,Atlantic,39.3307,-74.5071,5865
Posen,Illinois,Cook,41.6291,-87.6858,5865
Dowagiac,Michigan,Cass,41.9834,-86.1126,5864
Alma,Arkansas,Crawford,35.4919,-94.2165,5864
Las Flores,California,Orange,33.5838,-117.6235,5861
Franklin Center,New Jersey,Somerset,40.5321,-74.5415,5860
McKees Rocks,Pennsylvania,Allegheny,40.4688,-80.063,5855
Paulsboro,New Jersey,Gloucester,39.84,-75.2397,5854
New Martinsville,West Virginia,Wetzel,39.6636,-80.8569,5853
Breese,Illinois,Clinton,38.6138,-89.523,5853
Mount Arlington,New Jersey,Morris,40.919,-74.639,5852
Old Fig Garden,California,Fresno,36.7989,-119.8051,5850
Silver Lakes,California,San Bernardino,34.7519,-117.3431,5849
Harris Hill,New York,Erie,42.973,-78.6793,5847
Carterville,Illinois,Williamson,37.763,-89.0841,5847
Orchard Homes,Montana,Missoula,46.8559,-114.0778,5847
Littlefield,Texas,Lamb,33.9191,-102.3349,5843
Prospect Park,New Jersey,Passaic,40.938,-74.1736,5843
Willow Park,Texas,Parker,32.7548,-97.6499,5842
Hartwell,Georgia,Hart,34.3496,-82.9289,5841
Woodcliff Lake,New Jersey,Bergen,41.0253,-74.0603,5839
Cave Creek,Arizona,Maricopa,33.8513,-111.9801,5838
Chelsea,Michigan,Washtenaw,42.3132,-84.0188,5837
Roseland,New Jersey,Essex,40.8208,-74.3085,5835
Cidra,Puerto Rico,Cidra,18.1775,-66.1582,5835
Greenwood,Missouri,Jackson,38.8508,-94.3378,5833
Moosic,Pennsylvania,Lackawanna,41.3584,-75.7027,5832
Hellertown,Pennsylvania,Northampton,40.5811,-75.3378,5831
South Hooksett,New Hampshire,Merrimack,43.0337,-71.4256,5831
Berne,Indiana,Adams,40.6572,-84.9555,5830
West Clarkston-Highland,Washington,Asotin,46.4022,-117.0628,5830
Eldorado at Santa Fe,New Mexico,Santa Fe,35.5273,-105.934,5823
Mattydale,New York,Onondaga,43.0992,-76.1388,5820
Harvest,Alabama,Madison,34.8558,-86.7521,5819
