,restaurant_id,address,cuisine,city,name,latitude,longitude
5354,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5355,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5356,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5357,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5358,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5359,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5360,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5361,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5362,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5363,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5364,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5365,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5366,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5367,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5368,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
5369,AVwejIh5IN2L1WUf5-qq,17499 Ventura Blvd,"Health Food,Vegetarian",Encino,Coral Tree Cafe,34.161494,-118.514036
